customer_id,registration_date,segment,region,channel_registered,age_band,first_transaction_date,last_transaction_date,total_transactions,total_value_ksh,monthly_active_months,status,preferred_product,value_flag,is_activated
CUS00708,2024-02-16,Mass Market,Kisumu,USSD,Unknown,2024-02-26,2024-06-18,20,26977.77,4,Churned,Airtime,,1
CUS01973,2024-03-12,Mass Market,Nairobi,Agent,55+,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00087,2024-06-24,Mass Market,Mombasa,USSD,26-35,2024-07-15,2024-08-19,5,6579.51,1,Churned,Mobile Transfer,,1
CUS00950,2024-02-04,Mass Market,Nairobi,Branch,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01482,2024-11-26,Corporate,Nairobi,Mobile App,36-45,2024-11-30,2024-12-02,18,5744012.29,1,Active,Airtime,,1
CUS01985,2024-10-03,Mass Market,Mombasa,Mobile App,36-45,2024-10-21,2024-10-28,2,5214.13,1,Dormant,Airtime,,1
CUS01912,2024-05-23,Mass Affluent,Nakuru,Branch,18-25,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01019,2024-07-09,Mass Market,Nakuru,Mobile App,26-35,2024-07-19,2024-11-25,3,2160.8,1,Dormant,Digital Loan,,1
CUS00602,2024-09-10,Mass Market,Kisumu,Mobile App,36-45,2024-09-23,2024-11-18,2,1323.45,1,Dormant,Airtime,,1
CUS01056,2024-01-13,Mass Market,Eldoret,Agent,26-35,2024-01-19,2024-07-04,18,42268.82,4,Churned,Merchant Pay,,1
CUS00458,2024-03-17,Mass Affluent,Nairobi,USSD,36-45,2024-03-19,2024-09-05,50,0.0,4,Churned,Merchant Pay,Review Required,1
CUS00244,2024-11-21,SME,Nairobi,Mobile App,36-45,2024-12-12,2024-12-12,19,759806.17,1,Active,Mobile Transfer,,1
CUS01840,2024-10-21,Mass Affluent,Kisumu,Mobile App,46-55,2024-11-01,2024-12-18,12,49984.41,1,Active,Mobile Transfer,,1
CUS01471,2024-03-17,Mass Market,Mombasa,Mobile App,Unknown,2024-03-29,2024-06-02,23,14806.41,4,Churned,Merchant Pay,,1
CUS00055,2024-10-07,Mass Market,Kisumu,Mobile App,26-35,2024-10-26,2024-11-07,5,5938.16,1,Dormant,Mobile Transfer,,1
CUS01074,2024-06-12,Mass Market,Nairobi,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01826,2024-06-16,SME,Eldoret,USSD,26-35,2024-07-02,2024-07-16,39,649691.6,2,Churned,Airtime,,1
CUS00313,2024-01-08,SME,Nairobi,USSD,26-35,2024-01-26,2024-10-19,106,2929296.89,8,Dormant,Mobile Transfer,,1
CUS00436,2024-08-13,SME,Nairobi,Mobile App,26-35,2024-08-18,2024-10-13,35,839411.57,2,Dormant,Digital Loan,,1
CUS01911,2024-01-02,Mass Market,Nairobi,USSD,26-35,2024-01-21,2024-12-09,14,27972.96,3,Active,Airtime,,1
CUS00941,2024-01-18,Mass Affluent,Mombasa,Branch,46-55,2024-01-19,2024-09-26,44,363666.87,4,Churned,Merchant Pay,,1
CUS01113,2024-05-30,Mass Market,Nairobi,Mobile App,Unknown,2024-06-09,2024-09-30,10,19365.35,2,Churned,Merchant Pay,,1
CUS01511,2024-04-12,Mass Market,Kisumu,Mobile App,26-35,2024-04-29,2024-08-20,9,8955.25,2,Churned,Merchant Pay,,1
CUS00309,2024-10-07,SME,Nairobi,Branch,18-25,2024-10-27,2024-10-29,18,390190.59,1,Dormant,Mobile Transfer,,1
CUS00354,2024-11-12,Mass Affluent,Eldoret,USSD,46-55,2024-11-30,2024-12-24,6,61503.31,1,Active,Merchant Pay,,1
CUS00644,2024-02-17,SME,Nakuru,Mobile App,18-25,2024-03-09,2024-06-17,52,2236858.03,5,Churned,Digital Loan,,1
CUS00431,2024-07-06,Mass Market,Nakuru,Agent,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01207,2024-03-24,Corporate,Mombasa,Mobile App,36-45,2024-03-30,2024-06-07,89,13204048.92,6,Churned,Bill Pay,,1
CUS00661,2024-01-24,Mass Market,Mombasa,USSD,26-35,2024-01-25,2024-09-13,9,17492.09,3,Churned,Digital Loan,,1
CUS00060,2024-04-15,Mass Affluent,Nakuru,Agent,36-45,2024-04-18,2024-06-03,51,689934.76,5,Churned,Digital Loan,,1
CUS00371,2024-09-16,Mass Market,Nairobi,Mobile App,26-35,2024-09-18,2024-12-09,3,4369.92,1,Active,Digital Loan,,1
CUS00678,2024-02-01,Mass Affluent,Kisumu,USSD,36-45,2024-02-13,2024-04-12,26,366173.48,4,Churned,Mobile Transfer,,1
CUS00567,2024-06-07,Mass Market,Mombasa,Agent,55+,2024-06-17,2024-09-01,9,10175.02,2,Churned,Mobile Transfer,,1
CUS00987,2024-03-25,Mass Affluent,Eldoret,Mobile App,26-35,2024-04-15,2024-07-21,53,195199.3,5,Churned,Mobile Transfer,,1
CUS00182,2024-08-13,Mass Market,Kisumu,USSD,55+,,,0,0.0,0,Dormant,Airtime,,0
CUS00222,2024-09-21,Mass Market,Eldoret,Branch,55+,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01972,2024-04-29,Mass Market,Mombasa,Mobile App,26-35,2024-05-04,2024-05-25,9,18481.44,2,Churned,Mobile Transfer,,1
CUS00114,2024-06-26,Mass Affluent,Nairobi,Agent,18-25,2024-07-07,2024-11-16,36,136792.64,3,Dormant,Airtime,,1
CUS01165,2024-05-13,Mass Market,Nakuru,Agent,55+,2024-05-15,2024-11-12,4,9739.96,2,Dormant,Mobile Transfer,,1
CUS00298,2024-03-06,Mass Market,Kisumu,Mobile App,36-45,2024-03-07,2024-07-29,10,10207.3,3,Churned,Mobile Transfer,,1
CUS01236,2024-08-23,SME,Nakuru,USSD,26-35,2024-09-09,2024-12-11,23,0.0,2,Active,Bill Pay,Review Required,1
CUS00074,2024-10-21,Mass Market,Nairobi,USSD,46-55,,,0,0.0,0,Dormant,Airtime,,0
CUS00163,2024-06-12,SME,Kisumu,Agent,46-55,2024-06-14,2024-06-25,47,1232205.69,3,Churned,Bill Pay,,1
CUS01007,2024-08-03,Mass Market,Nairobi,USSD,26-35,2024-08-21,2024-09-13,3,2812.67,1,Churned,Bill Pay,,1
CUS00175,2024-09-03,Mass Affluent,Mombasa,USSD,26-35,2024-09-15,2024-11-28,8,81989.2,1,Dormant,Digital Loan,,1
CUS00786,2024-01-26,Mass Affluent,Nairobi,USSD,18-25,2024-02-11,2024-12-18,36,232531.26,7,Active,Airtime,,1
CUS00590,2024-01-12,SME,Eldoret,USSD,18-25,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01569,2024-07-13,Mass Affluent,Nairobi,Mobile App,18-25,2024-07-29,2024-08-09,26,147649.6,2,Churned,Airtime,,1
CUS00019,2024-05-03,SME,Mombasa,Agent,18-25,2024-05-08,2024-07-24,74,1971517.83,5,Churned,Merchant Pay,,1
CUS00424,2024-07-25,SME,Nairobi,Agent,36-45,2024-08-10,2024-10-11,29,866789.71,2,Dormant,Digital Loan,,1
CUS01561,2024-04-13,SME,Mombasa,Mobile App,26-35,2024-04-22,2024-04-29,79,3193717.03,5,Churned,Digital Loan,,1
CUS01546,2024-05-16,Mass Affluent,Nairobi,Branch,36-45,2024-05-24,2024-12-02,30,360445.5,3,Active,Mobile Transfer,,1
CUS00553,2024-01-24,Mass Market,Kisumu,Agent,26-35,2024-01-29,2024-03-23,10,16754.66,4,Churned,Bill Pay,,1
CUS01919,2024-08-07,Mass Market,Nakuru,Mobile App,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00594,2024-04-29,Mass Market,Nakuru,Branch,36-45,2024-05-02,2024-10-18,9,16493.96,2,Dormant,Digital Loan,,1
CUS01959,2024-11-21,Mass Market,Nairobi,Agent,36-45,2024-11-23,2024-12-26,3,6491.23,1,Active,Mobile Transfer,,1
CUS00046,2024-10-13,Mass Affluent,Nakuru,USSD,26-35,2024-10-22,2024-12-30,4,30046.84,1,Active,Merchant Pay,,1
CUS00966,2024-04-24,Mass Market,Nairobi,Agent,36-45,2024-05-11,2024-12-11,5,5864.39,2,Active,Bill Pay,,1
CUS01425,2024-06-07,Mass Market,Mombasa,Agent,36-45,2024-06-28,2024-09-18,2,3242.18,1,Churned,Merchant Pay,,1
CUS00433,2024-06-22,Mass Affluent,Nairobi,Mobile App,26-35,2024-07-03,2024-08-18,22,216235.03,2,Churned,Mobile Transfer,,1
CUS01287,2024-03-21,Corporate,Nairobi,Mobile App,46-55,2024-03-22,2024-12-03,224,58138780.87,7,Active,Mobile Transfer,,1
CUS00077,2024-09-10,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01929,2024-10-16,Mass Market,Kisumu,Branch,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01423,2024-09-21,SME,Nairobi,Branch,36-45,2024-10-07,2024-12-07,12,616404.25,1,Active,Bill Pay,,1
CUS01436,2024-08-09,Mass Market,Nairobi,Mobile App,36-45,2024-08-27,2024-09-05,3,2133.54,1,Churned,Airtime,,1
CUS00479,2024-05-15,Mass Market,Kisumu,Mobile App,46-55,2024-05-17,2024-09-26,6,5362.55,2,Churned,Mobile Transfer,,1
CUS00454,2024-03-07,Mass Market,Nairobi,Mobile App,46-55,2024-03-21,2024-07-08,11,14348.14,3,Churned,Merchant Pay,,1
CUS00384,2024-08-19,Corporate,Nakuru,USSD,26-35,2024-08-20,2024-12-14,25,6545863.59,2,Active,Airtime,,1
CUS01392,2024-03-27,Mass Market,Nairobi,Mobile App,26-35,2024-04-03,2024-05-31,15,25292.42,3,Churned,Bill Pay,,1
CUS00031,2024-10-22,Mass Market,Eldoret,Agent,36-45,2024-11-01,2024-12-24,4,10444.67,1,Active,Airtime,,1
CUS01324,2024-11-12,Mass Affluent,Nairobi,Mobile App,26-35,2024-11-23,2024-12-02,6,41158.24,1,Active,Mobile Transfer,,1
CUS01522,2024-06-07,Mass Market,Mombasa,Branch,26-35,2024-06-11,2024-07-24,11,26085.37,2,Churned,Bill Pay,,1
CUS01011,2024-07-13,Mass Affluent,Kisumu,Mobile App,46-55,2024-07-24,2024-08-02,18,159779.19,2,Churned,Mobile Transfer,,1
CUS01781,2024-04-23,Mass Market,Mombasa,Agent,26-35,2024-04-30,2024-09-19,5,11976.72,2,Churned,Mobile Transfer,,1
CUS00810,2024-09-13,Mass Market,Nairobi,Mobile App,18-25,2024-09-19,2024-10-17,2,1952.81,1,Dormant,Mobile Transfer,,1
CUS00975,2024-01-13,Mass Market,Nairobi,Mobile App,26-35,2024-01-20,2024-09-30,19,22484.85,4,Churned,Airtime,,1
CUS01465,2024-11-15,Mass Market,Nakuru,USSD,55+,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01560,2024-04-30,Mass Market,Nairobi,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00821,2024-05-04,Mass Market,Mombasa,USSD,46-55,2024-05-05,2024-05-28,10,11070.99,2,Churned,Bill Pay,,1
CUS01577,2024-08-11,Mass Market,Mombasa,USSD,18-25,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01390,2024-06-16,Mass Market,Kisumu,Mobile App,36-45,2024-06-22,2024-07-20,3,7260.3,1,Churned,Digital Loan,,1
CUS01583,2024-11-14,Mass Affluent,Nairobi,Mobile App,36-45,2024-11-28,2024-12-09,12,141400.0,1,Active,Airtime,,1
CUS00045,2024-06-06,Mass Market,Nakuru,Mobile App,18-25,2024-06-14,2024-12-12,2,2861.08,1,Active,Bill Pay,,1
CUS01836,2024-04-12,Mass Market,Nakuru,Branch,55+,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01503,2024-01-30,Mass Market,Nairobi,Mobile App,26-35,2024-02-19,2024-10-21,14,32130.62,3,Dormant,Mobile Transfer,,1
CUS01055,2024-02-03,Mass Market,Mombasa,Branch,18-25,2024-02-08,2024-06-19,11,6623.13,4,Churned,Mobile Transfer,,1
CUS00495,2024-01-26,Mass Affluent,Mombasa,Agent,26-35,2024-02-15,2024-04-11,49,600099.66,6,Churned,Airtime,,1
CUS00169,2024-10-13,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00665,2024-04-11,Mass Market,Mombasa,Agent,26-35,2024-04-22,2024-12-02,5,12782.49,2,Active,Bill Pay,,1
CUS00304,2024-11-09,Corporate,Nairobi,Mobile App,46-55,2024-11-25,2024-11-28,25,3927981.33,1,Dormant,Mobile Transfer,,1
CUS02000,2024-11-22,Mass Affluent,Nairobi,Mobile App,18-25,2024-12-07,2024-12-21,13,82395.0,1,Active,Mobile Transfer,,1
CUS00421,2024-03-23,Mass Affluent,Mombasa,Mobile App,36-45,2024-04-13,2024-05-22,41,515637.74,5,Churned,Bill Pay,,1
CUS01937,2024-01-06,SME,Mombasa,Branch,26-35,2024-01-17,2024-12-03,84,2068822.08,7,Active,Merchant Pay,,1
CUS00143,2024-04-28,Mass Market,Eldoret,Mobile App,46-55,2024-04-30,2024-10-20,10,25905.9,3,Dormant,Bill Pay,,1
CUS00611,2024-08-07,Mass Affluent,Mombasa,Mobile App,46-55,2024-08-08,2024-12-06,23,306126.9,2,Active,Mobile Transfer,,1
CUS01526,2024-01-25,SME,Nairobi,USSD,46-55,2024-02-15,2024-12-14,159,9555660.88,8,Active,Mobile Transfer,,1
CUS01341,2024-11-21,Mass Affluent,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01451,2024-06-30,Mass Market,Nairobi,Agent,26-35,2024-07-03,2024-10-04,5,13420.32,2,Dormant,Mobile Transfer,,1
CUS01663,2024-03-28,Mass Market,Mombasa,Mobile App,26-35,,,0,0.0,0,Dormant,Airtime,,0
CUS00585,2024-03-14,Mass Market,Nairobi,Mobile App,18-25,2024-04-03,2024-05-07,7,5345.74,2,Churned,Mobile Transfer,,1
CUS01987,2024-01-04,Corporate,Nairobi,USSD,26-35,2024-01-06,2024-11-03,198,46459430.73,7,Dormant,Digital Loan,,1
CUS00638,2024-05-15,Mass Market,Nairobi,Agent,36-45,2024-05-28,2024-12-02,16,17411.88,3,Active,Digital Loan,,1
CUS00865,2024-08-30,Mass Affluent,Nairobi,Mobile App,46-55,2024-09-11,2024-09-27,12,44209.79,1,Churned,Bill Pay,,1
CUS00422,2024-08-08,SME,Nairobi,Mobile App,26-35,2024-08-14,2024-08-15,32,589176.13,2,Churned,Airtime,,1
CUS01638,2024-05-11,SME,Nairobi,Mobile App,26-35,2024-05-19,2024-09-18,32,720182.71,3,Churned,Airtime,,1
CUS01777,2024-01-18,Mass Affluent,Nairobi,Mobile App,46-55,2024-01-30,2024-03-07,91,1186434.7,7,Churned,Mobile Transfer,,1
CUS01081,2024-07-19,Mass Market,Mombasa,Agent,46-55,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00415,2024-04-22,Mass Market,Nakuru,Branch,55+,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00543,2024-08-08,SME,Nakuru,Agent,26-35,2024-08-12,2024-12-02,19,1145628.63,1,Active,Bill Pay,,1
CUS00243,2024-06-17,SME,Mombasa,Mobile App,46-55,,,0,0.0,0,Dormant,Digital Loan,,0
CUS00637,2024-09-07,Mass Market,Eldoret,Mobile App,36-45,2024-09-18,2024-10-14,2,3008.69,1,Dormant,Bill Pay,,1
CUS01415,2024-06-18,Mass Market,Nakuru,Agent,18-25,2024-07-07,2024-11-26,4,2934.32,2,Dormant,Airtime,,1
CUS00800,2024-06-03,Mass Market,Mombasa,Agent,26-35,,,0,0.0,0,Dormant,Airtime,,0
CUS01824,2024-09-22,Mass Market,Eldoret,Mobile App,18-25,2024-10-03,2024-12-09,3,3989.59,1,Active,Mobile Transfer,,1
CUS00899,2024-02-27,Mass Market,Kisumu,Agent,Unknown,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01303,2024-11-17,Mass Market,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01199,2024-02-21,Mass Affluent,Kisumu,USSD,18-25,2024-03-05,2024-07-20,30,242497.87,5,Churned,Mobile Transfer,,1
CUS00616,2024-10-18,SME,Kisumu,Mobile App,26-35,2024-10-20,2024-11-27,20,1102480.11,1,Dormant,Bill Pay,,1
CUS01733,2024-05-11,Corporate,Nairobi,Mobile App,26-35,2024-05-13,2024-11-18,96,20533509.98,4,Dormant,Bill Pay,,1
CUS00295,2024-02-13,SME,Mombasa,Mobile App,18-25,2024-02-24,2024-03-06,76,2023076.13,7,Churned,Mobile Transfer,,1
CUS00940,2024-09-09,Mass Market,Nairobi,Mobile App,36-45,2024-09-21,2024-12-26,5,7342.41,1,Active,Mobile Transfer,,1
CUS01657,2024-10-02,Mass Market,Kisumu,USSD,26-35,2024-10-11,2024-11-14,5,4455.93,1,Dormant,Bill Pay,,1
CUS01915,2024-06-03,Mass Market,Nairobi,Mobile App,55+,2024-06-08,2024-12-26,5,11351.21,2,Active,Airtime,,1
CUS00089,2024-09-07,SME,Nakuru,Agent,Unknown,2024-09-26,2024-10-25,18,712097.71,1,Dormant,Airtime,,1
CUS00843,2024-09-12,Mass Affluent,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01737,2024-06-20,Mass Market,Nakuru,Mobile App,18-25,2024-06-28,2024-09-23,7,9587.63,2,Churned,Merchant Pay,,1
CUS01162,2024-04-01,Mass Market,Nairobi,Mobile App,18-25,2024-04-15,2024-10-17,6,6626.0,3,Dormant,Airtime,,1
CUS01982,2024-05-06,Mass Affluent,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00662,2024-11-11,SME,Nairobi,Agent,36-45,2024-11-17,2024-12-03,11,511096.35,1,Active,Bill Pay,,1
CUS01563,2024-06-16,Mass Market,Nairobi,USSD,26-35,2024-06-28,2024-09-17,5,8625.38,1,Churned,Airtime,,1
CUS00315,2024-02-22,Mass Affluent,Nairobi,Mobile App,46-55,2024-03-05,2024-04-20,40,307578.17,4,Churned,Airtime,,1
CUS00042,2024-10-03,Mass Market,Mombasa,Branch,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00692,2024-04-12,Mass Affluent,Kisumu,Mobile App,55+,2024-04-17,2024-10-28,33,348032.57,5,Dormant,Mobile Transfer,,1
CUS01813,2024-05-04,Mass Market,Eldoret,Branch,26-35,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01513,2024-11-07,Mass Market,Kisumu,USSD,36-45,2024-11-25,2024-12-06,4,9888.81,1,Active,Digital Loan,,1
CUS01946,2024-04-29,Mass Market,Mombasa,Mobile App,26-35,2024-05-11,2024-07-08,8,11971.03,3,Churned,Airtime,,1
CUS00425,2024-06-22,SME,Mombasa,Agent,18-25,2024-07-10,2024-09-20,21,1270927.5,2,Churned,Mobile Transfer,,1
CUS00132,2024-08-17,SME,Nairobi,Mobile App,36-45,2024-09-03,2024-11-02,18,1065236.98,1,Dormant,Airtime,,1
CUS00595,2024-02-13,Mass Affluent,Kisumu,Agent,36-45,2024-02-15,2024-08-29,21,298331.41,4,Churned,Merchant Pay,,1
CUS01976,2024-10-12,Mass Market,Nakuru,Mobile App,36-45,2024-11-01,2024-11-25,4,10681.23,1,Dormant,Mobile Transfer,,1
CUS01531,2024-08-11,Mass Affluent,Kisumu,USSD,36-45,2024-08-20,2024-09-17,11,154793.14,1,Churned,Bill Pay,,1
CUS00623,2024-01-22,Mass Affluent,Nairobi,Mobile App,26-35,,2024-09-04,26,118300.04,4,Dormant,Airtime,,0
CUS01193,2024-01-17,Mass Market,Nairobi,Mobile App,36-45,2024-01-18,2024-12-05,9,15385.11,3,Active,Mobile Transfer,,1
CUS01178,2024-04-14,SME,Kisumu,USSD,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01076,2024-07-04,Mass Affluent,Nairobi,Mobile App,55+,2024-07-25,2024-11-02,20,229851.47,2,Dormant,Bill Pay,,1
CUS01088,2024-09-03,Mass Market,Mombasa,Mobile App,55+,,,0,0.0,0,Dormant,Airtime,,0
CUS01866,2024-02-01,Mass Market,Nairobi,Agent,36-45,2024-02-04,2024-09-15,8,16055.69,3,Churned,Mobile Transfer,,1
CUS00228,2024-10-05,Mass Market,Nairobi,Mobile App,46-55,,,0,0.0,0,Dormant,Airtime,,0
CUS01353,2024-02-03,Mass Market,Nakuru,Mobile App,26-35,2024-02-12,2024-02-21,14,12326.3,4,Churned,Bill Pay,,1
CUS01125,2024-05-05,Mass Affluent,Nairobi,Branch,46-55,2024-05-17,2024-07-02,23,104397.84,3,Churned,Mobile Transfer,,1
CUS01340,2024-01-21,Mass Market,Nairobi,Mobile App,26-35,2024-01-29,2024-08-07,14,36730.69,4,Churned,Bill Pay,,1
CUS01747,2024-03-20,Mass Affluent,Eldoret,Mobile App,46-55,2024-03-22,2024-09-22,29,178071.36,4,Churned,Airtime,,1
CUS00067,2024-08-20,Corporate,Nairobi,USSD,55+,2024-09-04,2024-10-06,39,5991470.16,3,Dormant,Airtime,,1
CUS00025,2024-03-04,SME,Nairobi,Agent,46-55,,,0,0.0,0,Dormant,Airtime,,0
CUS01508,2024-04-10,Mass Market,Nairobi,Mobile App,36-45,2024-04-22,2024-06-13,8,0.0,2,Churned,Bill Pay,Review Required,1
CUS00145,2024-02-12,SME,Nakuru,Mobile App,Unknown,2024-02-26,2024-12-22,65,2899364.26,5,Active,Digital Loan,,1
CUS00537,2024-01-28,Mass Market,Nairobi,Mobile App,26-35,2024-02-06,2024-08-20,23,34894.9,4,Churned,Mobile Transfer,,1
CUS00812,2024-10-08,Mass Affluent,Nairobi,Mobile App,26-35,2024-10-21,2024-12-14,10,39535.52,1,Active,Mobile Transfer,,1
CUS00165,2024-09-20,Mass Affluent,Nakuru,Mobile App,26-35,2024-10-10,2024-10-18,12,170050.37,1,Dormant,Mobile Transfer,,1
CUS01507,2024-10-09,Mass Market,Nairobi,Agent,18-25,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00725,2024-03-22,Mass Affluent,Mombasa,Mobile App,55+,2024-04-06,2024-11-01,25,232045.42,4,Dormant,Merchant Pay,,1
CUS00086,2024-03-25,Mass Market,Eldoret,Mobile App,36-45,2024-04-04,2024-09-01,7,16435.15,3,Churned,Merchant Pay,,1
CUS00291,2024-02-14,Mass Market,Kisumu,Branch,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01191,2024-02-09,Mass Market,Kisumu,Agent,18-25,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01906,2024-07-11,Mass Affluent,Nairobi,USSD,26-35,2024-07-26,2024-10-26,23,0.0,2,Dormant,Bill Pay,Review Required,1
CUS01510,2024-07-30,Mass Affluent,Nairobi,Mobile App,46-55,2024-08-11,2024-08-21,24,215835.57,2,Churned,Bill Pay,,1
CUS01545,2024-01-27,Mass Market,Nairobi,Mobile App,36-45,2024-01-28,2024-03-22,6,6933.91,3,Churned,Airtime,,1
CUS01816,2024-03-21,SME,Nairobi,Mobile App,36-45,2024-03-26,2024-06-06,46,1672344.55,5,Churned,Airtime,,1
CUS01829,2024-09-07,Mass Market,Mombasa,Agent,36-45,2024-09-21,2024-10-14,5,10294.11,1,Dormant,Mobile Transfer,,1
CUS01381,2024-06-12,Mass Market,Nairobi,Agent,26-35,2024-07-02,2024-08-12,4,3097.65,2,Churned,Mobile Transfer,,1
CUS01909,2024-04-05,Mass Market,Nairobi,Branch,46-55,2024-04-07,2024-08-21,9,8045.86,2,Churned,Mobile Transfer,,1
CUS01152,2024-04-29,SME,Nairobi,Mobile App,46-55,2024-05-13,2024-10-25,32,628728.28,4,Dormant,Airtime,,1
CUS00363,2024-02-24,SME,Mombasa,Mobile App,26-35,2024-03-04,2024-11-26,60,2789232.73,5,Dormant,Mobile Transfer,,1
CUS01069,2024-06-04,Mass Market,Nairobi,Branch,55+,,,0,0.0,0,Dormant,Airtime,,0
CUS01621,2024-02-14,Mass Market,Nairobi,Mobile App,18-25,2024-02-24,2024-11-16,9,9930.25,3,Dormant,Merchant Pay,,1
CUS01487,2024-10-23,Mass Market,Mombasa,Agent,18-25,2024-11-05,2024-12-14,2,3945.08,1,Active,Airtime,,1
CUS01160,2024-07-09,Mass Market,Nairobi,Mobile App,18-25,2024-07-26,2024-08-07,2,4073.0,1,Churned,Digital Loan,,1
CUS00779,2024-07-29,Mass Market,Nairobi,Mobile App,26-35,2024-08-15,2024-10-25,11,16458.1,2,Dormant,Mobile Transfer,,1
CUS01027,2024-11-19,Mass Affluent,Nairobi,Agent,46-55,2024-12-06,2024-12-09,8,61833.29,1,Active,Mobile Transfer,,1
CUS00840,2024-05-18,SME,Nakuru,USSD,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01031,2024-07-26,Mass Market,Kisumu,USSD,55+,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01233,2024-07-26,Mass Market,Mombasa,Mobile App,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00349,2024-01-03,Mass Market,Nairobi,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01839,2024-02-21,Mass Market,Nairobi,USSD,36-45,2024-03-12,2024-07-26,11,22529.69,4,Churned,Merchant Pay,,1
CUS01957,2024-02-16,Mass Market,Nairobi,USSD,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01079,2024-09-19,Mass Affluent,Mombasa,Mobile App,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00666,2024-02-09,Mass Market,Nairobi,Mobile App,26-35,2024-02-10,2024-11-02,7,11649.94,3,Dormant,Mobile Transfer,,1
CUS00572,2024-06-20,Mass Market,Nairobi,Agent,18-25,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00365,2024-01-30,Corporate,Nakuru,Mobile App,26-35,2024-02-14,2024-11-04,216,25051114.89,8,Dormant,Airtime,,1
CUS00078,2024-06-24,Mass Market,Nairobi,Mobile App,18-25,2024-07-02,2024-08-08,5,0.0,2,Churned,Mobile Transfer,Review Required,1
CUS00028,2024-11-17,Mass Affluent,Nairobi,Mobile App,26-35,2024-11-20,2024-12-06,9,79008.15,1,Active,Bill Pay,,1
CUS01445,2024-11-30,Corporate,Mombasa,Agent,36-45,2024-12-01,2024-12-18,24,2100158.2,1,Active,Bill Pay,,1
CUS00526,2024-07-20,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Airtime,,0
CUS00918,2024-05-04,Mass Market,Kisumu,Mobile App,18-25,2024-05-19,2024-09-24,10,0.0,3,Churned,Airtime,Review Required,1
CUS01918,2024-09-05,Mass Market,Mombasa,Agent,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01132,2024-02-03,Mass Market,Mombasa,Mobile App,36-45,2024-02-06,2024-11-02,7,6389.0,3,Dormant,Bill Pay,,1
CUS00056,2024-02-02,Mass Market,Nakuru,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00639,2024-01-02,Mass Market,Mombasa,Mobile App,26-35,2024-01-15,2024-05-07,20,17357.69,4,Churned,Mobile Transfer,,1
CUS01899,2024-10-07,Mass Market,Nairobi,USSD,55+,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00303,2024-03-15,Mass Market,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS01478,2024-07-24,Corporate,Nairobi,USSD,36-45,2024-08-12,2024-09-20,35,3175507.11,3,Churned,Mobile Transfer,,1
CUS00719,2024-07-05,Mass Market,Nairobi,Mobile App,26-35,2024-07-13,2024-09-10,2,4652.04,1,Churned,Digital Loan,,1
CUS01601,2024-11-25,Mass Market,Nairobi,USSD,36-45,2024-12-02,2024-12-16,3,4079.69,1,Active,Airtime,,1
